Predictor,Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
seznec,web,web_14_trace,235.48800468444824,Pass,752.8660280704498,70000043,19500485,3.5897,11059737,235375,0.5672,0.0121,2.1282%,3.3625,10332627,43.8986,147.6089,35000043,8425115,4.1543,5268168,91247,0.6253,0.0108,1.7320%,2.6071,4050474,44.3902,115.7277
seznec,web,web_15_trace,61.94837951660156,Pass,144.83677554130554,14999858,7868789,1.9062,2411251,75361,0.3064,0.0096,3.1254%,5.0241,2276497,30.2079,151.7679,7999858,3216470,2.4872,1229867,33255,0.3824,0.0103,2.7040%,4.1569,890254,26.7705,111.2837
seznec,web,web_16_trace,61.72074699401856,Pass,282.8321795463562,20000052,9920193,2.0161,1486259,31808,0.1498,0.0032,2.1401%,1.5904,1197254,37.64,59.8625,10000052,6903339,1.4486,732871,22275,0.1062,0.0032,3.0394%,2.2275,826888,37.1218,82.6884
seznec,web,web_17_trace,54.710463523864746,Pass,256.4110803604126,15000021,6098425,2.4597,2215426,21295,0.3633,0.0035,0.9612%,1.4197,887191,41.6619,59.146,8000021,2277571,3.5125,1069158,4992,0.4694,0.0022,0.4669%,0.624,167522,33.5581,20.9402
seznec,web,web_18_trace,40.12125015258789,Pass,212.15538811683652,15000059,3910667,3.8357,1853795,40642,0.474,0.0104,2.1924%,2.7095,2021481,49.7387,134.7649,8000059,1972175,4.0565,994147,20427,0.5041,0.0104,2.0547%,2.5534,1019789,49.9236,127.4727
seznec,web,web_19_trace,46.80075454711914,Pass,150.3091733455658,15000016,9412180,1.5937,2562002,75942,0.2722,0.0081,2.9642%,5.0628,2337089,30.7747,155.8058,8000016,4279315,1.8695,1380363,49652,0.3226,0.0116,3.5970%,6.2065,1187006,23.9065,148.3755
seznec,web,web_1_trace,158.93916416168213,Pass,504.8256139755249,39999048,11928572,3.3532,5515292,127553,0.4624,0.0107,2.3127%,3.1889,4377794,34.3214,109.4475,20999048,4933458,4.2565,2909408,68114,0.5897,0.0138,2.3412%,3.2437,1902316,27.9284,90.5906
seznec,web,web_20_trace,91.22524166107178,Pass,304.5992634296417,20000004,10216368,1.9576,3186911,63125,0.3119,0.0062,1.9808%,3.1562,1972349,31.2451,98.6174,10000004,3727875,2.6825,1586755,17663,0.4256,0.0047,1.1132%,1.7663,555726,31.4627,55.5726
seznec,web,web_21_trace,37.0328950881958,Pass,142.53511333465576,15000054,5895908,2.5441,2614946,21853,0.4435,0.0037,0.8357%,1.4569,2003029,91.6592,133.5348,8000054,4716376,1.6962,1411368,17458,0.2992,0.0037,1.2370%,2.1822,1825042,104.539,228.1287
seznec,web,web_22_trace,51.9125394821167,Pass,273.3862957954407,20000051,5926054,3.3749,2417352,64601,0.4079,0.0109,2.6724%,3.23,2909939,45.0448,145.4966,10000051,2614592,3.8247,1222376,30127,0.4675,0.0115,2.4646%,3.0127,1397737,46.3948,139.773
seznec,web,web_23_trace,60.17267894744873,Pass,277.25484251976013,20000047,6254312,3.1978,3286069,19247,0.5254,0.0031,0.5857%,0.9623,708174,36.794,35.4086,10000047,4547414,2.1991,1544231,14862,0.3396,0.0033,0.9624%,1.4862,534801,35.9845,53.4798
seznec,web,web_24_trace,80.5669527053833,Pass,270.0492115020752,14999923,8302532,1.8067,1985890,24157,0.2392,0.0029,1.2164%,1.6105,766640,31.7357,51.1096,7999923,3975347,2.0124,1067447,11750,0.2685,0.003,1.1008%,1.4688,348929,29.6961,43.6165
seznec,web,web_25_trace,46.08135795593262,Pass,264.9933476448059,14999989,7211621,2.08,2548670,85695,0.3534,0.0119,3.3623%,5.713,2962692,34.5725,197.5129,7999989,2957777,2.7047,1342253,51258,0.4538,0.0173,3.8188%,6.4073,1715579,33.4695,214.4477
seznec,web,web_2_trace,126.7424545288086,Pass,471.6598217487335,39999746,11795740,3.391,5842811,148411,0.4953,0.0126,2.5401%,3.7103,4169812,28.0964,104.246,20999746,5697845,3.6856,3176039,81552,0.5574,0.0143,2.5677%,3.8835,2436658,29.8786,116.0327
seznec,web,web_3_trace,134.2002592086792,Pass,430.5858130455017,39999981,12043637,3.3213,6018442,142091,0.4997,0.0118,2.3609%,3.5523,4358443,30.6736,108.9611,20999981,5473123,3.8369,3382696,63842,0.6181,0.0117,1.8873%,3.0401,2313526,36.2383,110.168
seznec,web,web_4_trace,107.63480854034424,Pass,506.0510685443878,39999718,13090496,3.0556,6265226,160558,0.4786,0.0123,2.5627%,4.014,4813015,29.9768,120.3262,20999718,6225519,3.3732,3426349,74328,0.5504,0.0119,2.1693%,3.5395,2108947,28.3735,100.4274
seznec,web,web_5_trace,119.46124076843262,Pass,394.3062958717346,39999694,12190849,3.2811,6198022,170949,0.5084,0.014,2.7581%,4.2738,4533951,26.5222,113.3496,20999694,6326052,3.3196,3330435,101332,0.5265,0.016,3.0426%,4.8254,2612886,25.7854,124.425
seznec,web,web_6_trace,115.35440254211426,Pass,506.84319853782654,40000022,12909414,3.0985,6002648,181505,0.465,0.0141,3.0237%,4.5376,5408785,29.7996,135.2196,20000022,6747621,2.964,2962421,113176,0.439,0.0168,3.8204%,5.6588,3333805,29.4568,166.6901
seznec,web,web_7_trace,41.589111328125,Pass,324.2390985488892,39999850,9371697,4.2682,6633962,244184,0.7079,0.0261,3.6808%,6.1046,4548079,18.6256,113.7024,20999850,4538506,4.627,3471337,116184,0.7649,0.0256,3.3470%,5.5326,2001491,17.2269,95.3098
seznec,web,web_8_trace,110.87185478210448,Pass,460.7378442287445,39999955,13724216,2.9146,6210740,183115,0.4525,0.0133,2.9484%,4.5779,4916533,26.8494,122.9135,20999955,5710428,3.6775,3431526,81909,0.6009,0.0143,2.3870%,3.9004,2117035,25.8462,100.8114
seznec,web,web_9_trace,113.31267833709715,Pass,521.5404505729675,39999863,13935824,2.8703,6952037,99283,0.4989,0.0071,1.4281%,2.4821,2516802,25.3498,62.9203,20999863,4400468,4.7722,4136031,2596,0.9399,0.0006,0.0628%,0.1236,50723,19.5389,2.4154
tage192,compress,compress_0_trace,334.9084711074829,Pass,954.2794849872588,120000052,25378459,4.7284,11747875,384858,0.4629,0.0152,3.2760%,3.2071,13787078,35.8238,114.8923,60000052,11866354,5.0563,5895554,192009,0.4968,0.0162,3.2568%,3.2001,6352531,33.0845,105.8754
tage192,compress,compress_1_trace,108.6102991104126,Pass,329.38325691223145,30778699,6538155,4.7076,3314657,50879,0.507,0.0078,1.5350%,1.6531,1290664,25.3673,41.9337,15778699,3005158,5.2505,1700956,28542,0.566,0.0095,1.6780%,1.8089,623126,21.8319,39.4916
tage192,compress,compress_2_trace,111.43396472930908,Pass,338.9446382522583,32339109,6627780,4.8793,3601347,47128,0.5434,0.0071,1.3086%,1.4573,1233905,26.182,38.1552,16339109,3016799,5.416,1821008,26426,0.6036,0.0088,1.4512%,1.6173,601247,22.7521,36.798
tage192,compress,compress_3_trace,334.29114055633545,Pass,1033.9355289936066,130000020,59424334,2.1877,15702832,1058290,0.2642,0.0178,6.7395%,8.1407,47464650,44.8503,365.1126,65000020,26200794,2.4808,7896218,495189,0.3014,0.0189,6.2712%,7.6183,19881479,40.1493,305.8688
tage192,compress,compress_4_trace,108.21294689178468,Pass,310.4354679584503,31160801,6564861,4.7466,3496423,55956,0.5326,0.0085,1.6004%,1.7957,1448546,25.8872,46.4862,16160801,3005590,5.3769,1816226,26853,0.6043,0.0089,1.4785%,1.6616,647976,24.1305,40.0955
tage192,compress,compress_5_trace,111.82196044921876,Pass,344.07276034355164,33811883,6975635,4.8471,3890650,64161,0.5577,0.0092,1.6491%,1.8976,1665280,25.9547,49.2513,17811883,3230161,5.5142,2056891,30163,0.6368,0.0093,1.4664%,1.6934,756200,25.0705,42.4548
tage192,compress,compress_6_trace,111.95520496368408,Pass,331.79688596725464,33826271,6990983,4.8386,3887104,63353,0.556,0.0091,1.6298%,1.8729,1639436,25.8778,48.4664,17826271,3233208,5.5135,2060235,29743,0.6372,0.0092,1.4437%,1.6685,739643,24.8678,41.4917
tage192,compress,compress_7_trace,399.4104585647583,Pass,1198.690387248993,130000052,23983321,5.4204,15042451,264661,0.6272,0.011,1.7594%,2.0359,6690029,25.2777,51.4617,65000052,12269093,5.2979,7447474,164056,0.607,0.0134,2.2028%,2.5239,3855850,23.5033,59.3207
tage192,fp,fp_0_trace,64.73471260070801,Pass,262.25904536247253,30000052,6805781,4.408,1619852,96754,0.238,0.0142,5.9730%,3.2251,3029994,31.3165,100.9996,15000052,3428652,4.3749,807780,49655,0.2356,0.0145,6.1471%,3.3103,1552390,31.2635,103.4923
tage192,fp,fp_10_trace,270.7881956100464,Pass,547.321713924408,40000016,6832194,5.8546,3492402,79555,0.5112,0.0116,2.2779%,1.9889,1764767,22.183,44.1192,20000016,3352973,5.9649,1748758,37881,0.5216,0.0113,2.1662%,1.894,843555,22.2686,42.1777
tage192,fp,fp_11_trace,297.7953281402588,Pass,573.9827225208282,40000016,7554261,5.295,3526510,24201,0.4668,0.0032,0.6863%,0.605,533931,22.0624,13.3483,20000016,3646376,5.4849,1776440,11651,0.4872,0.0032,0.6559%,0.5825,251035,21.5462,12.5517
tage192,fp,fp_12_trace,48.49573421478272,Pass,456.3496057987213,40000016,8055017,4.9659,4420257,46879,0.5488,0.0058,1.0605%,1.172,2919716,62.282,72.9929,20000016,3901944,5.1257,2222665,20473,0.5696,0.0052,0.9211%,1.0236,1288450,62.9341,64.4224
tage192,fp,fp_13_trace,84.63656806945801,Pass,388.7961664199829,40000016,15053120,2.6573,6454282,497265,0.4288,0.033,7.7044%,12.4316,10529148,21.1741,263.2286,20000016,7367846,2.7145,3233671,247917,0.4389,0.0336,7.6667%,12.3958,5161262,20.8185,258.0629
tage192,fp,fp_1_trace,42.69381523132324,Pass,250.5676028728485,30000052,30422410,0.9861,5950800,466988,0.1956,0.0154,7.8475%,15.5662,26720018,57.2178,890.6657,15000052,15221422,0.9855,2965791,234475,0.1948,0.0154,7.9060%,15.6316,13380049,57.0639,892.0002
tage192,fp,fp_2_trace,113.98153591156006,Pass,356.300829410553,30000052,6207186,4.8331,2471756,76472,0.3982,0.0123,3.0938%,2.5491,2688687,35.1591,89.6227,15000052,3060958,4.9004,1232306,38871,0.4026,0.0127,3.1543%,2.5914,1348430,34.6899,89.895
tage192,fp,fp_3_trace,223.02585411071777,Pass,417.3538484573364,30000052,12710912,2.3602,1539997,58611,0.1212,0.0046,3.8059%,1.9537,6575842,112.1947,219.1944,15000052,6335338,2.3677,770204,29645,0.1216,0.0047,3.8490%,1.9763,3304943,111.484,220.3288
tage192,fp,fp_4_trace,106.30326175689696,Pass,362.68362379074097,30000052,6533222,4.5919,2573337,17178,0.3939,0.0026,0.6675%,0.5726,1003982,58.4458,33.466,15000052,2606539,5.7548,1285217,6631,0.4931,0.0025,0.5159%,0.4421,282487,42.601,18.8324
tage192,fp,fp_5_trace,332.9483413696289,Pass,590.0792682170868,40000016,7570980,5.2833,740391,37480,0.0978,0.005,5.0622%,0.937,1286161,34.3159,32.154,20000016,3748646,5.3353,370890,18567,0.0989,0.005,5.0061%,0.9283,640086,34.4744,32.0043
tage192,fp,fp_6_trace,63.58891201019287,Pass,412.9713373184204,40000016,5779677,6.9208,7034423,38259,1.2171,0.0066,0.5439%,0.9565,1437025,37.5604,35.9256,20000016,2805532,7.1288,3515104,17828,1.2529,0.0064,0.5072%,0.8914,673202,37.7609,33.6601
tage192,fp,fp_7_trace,159.0718936920166,Pass,509.1269764900208,40000016,7762588,5.1529,4716883,41113,0.6076,0.0053,0.8716%,1.0278,1807927,43.9746,45.1982,20000016,3650488,5.4787,2394520,17148,0.6559,0.0047,0.7161%,0.8574,756840,44.1358,37.842
tage192,fp,fp_8_trace,211.10272789001465,Pass,500.0693359375,40000016,12926871,3.0943,2322129,298964,0.1796,0.0231,12.8746%,7.4741,6868887,22.9756,171.7221,20000016,7182773,2.7844,1347173,210832,0.1876,0.0294,15.6500%,10.5416,4782726,22.685,239.1361
tage192,fp,fp_9_trace,143.53112411499023,Pass,508.037027835846,40000016,16283228,2.4565,5012816,168690,0.3079,0.0104,3.3652%,4.2172,11455127,67.9064,286.3781,20000016,7739533,2.5841,2500178,89204,0.323,0.0115,3.5679%,4.4602,5408058,60.6257,270.4027
tage192,infra,infra_0_trace,94.09143447875977,Pass,409.8882212638855,40000016,8832258,4.5289,5140781,50317,0.582,0.0057,0.9788%,1.2579,1462238,29.0605,36.5559,20000016,4391971,4.5538,2582400,25873,0.588,0.0059,1.0019%,1.2936,775158,29.9601,38.7579
tage192,infra,infra_10_trace,117.67702960968018,Pass,464.87294006347656,50000052,18313030,2.7303,6548159,262321,0.3576,0.0143,4.0060%,5.2464,13031537,49.6778,260.6305,25000052,6284288,3.9782,3150015,116095,0.5013,0.0185,3.6855%,4.6438,4030081,34.7136,161.2029
tage192,infra,infra_11_trace,209.3641147613525,Pass,495.6392822265625,50000052,18245065,2.7405,7754708,50040,0.425,0.0027,0.6453%,1.0008,3757396,75.0878,75.1478,25000052,9187811,2.721,3881908,23744,0.4225,0.0026,0.6117%,0.9498,2145202,90.3471,85.8079
tage192,infra,infra_12_trace,207.5736560821533,Pass,486.0375943183899,50000052,17440485,2.8669,7862103,49313,0.4508,0.0028,0.6272%,0.9863,3318774,67.3002,66.3754,25000052,8306454,3.0097,3927069,23034,0.4728,0.0028,0.5865%,0.9214,1633731,70.9269,65.3491
tage192,infra,infra_13_trace,139.63556957244873,Pass,452.9668333530426,50000052,20377060,2.4537,6532412,204788,0.3206,0.01,3.1350%,4.0958,13574285,66.2846,271.4854,25000052,9611905,2.6009,3378036,83078,0.3514,0.0086,2.4594%,3.3231,5102695,61.4205,204.1074
tage192,infra,infra_14_trace,118.4549331665039,Pass,464.8506088256836,50000052,17831282,2.8041,6536492,264610,0.3666,0.0148,4.0482%,5.2922,12721431,48.0762,254.4284,25000052,6264663,3.9906,3156210,115313,0.5038,0.0184,3.6535%,4.6125,4015490,34.8225,160.6193
tage192,infra,infra_15_trace,101.22027969360352,Pass,447.2355015277863,50000052,34256407,1.4596,6957507,416202,0.2031,0.0121,5.9821%,8.324,29726503,71.4233,594.5294,25000052,6311977,3.9607,3466846,141848,0.5492,0.0225,4.0916%,5.6739,4031294,28.4198,161.2514
tage192,infra,infra_1_trace,175.13615703582764,Pass,383.79523730278015,37799521,8178552,4.6218,4337669,13056,0.5304,0.0016,0.3010%,0.3454,578029,44.2731,15.292,19799521,3726419,5.3133,2263258,3712,0.6074,0.001,0.1640%,0.1875,123582,33.2926,6.2417
tage192,infra,infra_2_trace,221.61112022399905,Pass,765.2328724861145,47546686,10567547,4.4993,5818731,19304,0.5506,0.0018,0.3318%,0.406,645610,33.4444,13.5784,24546686,4282374,5.732,2997214,5470,0.6999,0.0013,0.1825%,0.2228,106504,19.4706,4.3388
tage192,infra,infra_3_trace,83.57435989379883,Pass,405.7061421871185,40000016,8052959,4.9671,5433078,41690,0.6747,0.0052,0.7673%,1.0422,1076192,25.8142,26.9048,20000016,3995402,5.0058,2737308,19276,0.6851,0.0048,0.7042%,0.9638,510367,26.4768,25.5183
tage192,infra,infra_4_trace,84.87091732025146,Pass,450.8338315486908,40000016,23891055,1.6743,5988066,97467,0.2506,0.0041,1.6277%,2.4367,12182728,124.9934,304.5681,20000016,11953710,1.6731,2971304,49167,0.2486,0.0041,1.6547%,2.4583,6117869,124.4304,305.8932
tage192,infra,infra_5_trace,58.87110328674317,Pass,481.0376195907593,40000016,34491239,1.1597,7268207,88128,0.2107,0.0026,1.2125%,2.2032,26304497,298.4806,657.6122,20000016,22160646,0.9025,3539219,62791,0.1597,0.0028,1.7741%,3.1395,18320391,291.7678,916.0188
tage192,infra,infra_6_trace,168.09687328338623,Pass,658.992192029953,64718349,15312813,4.2264,9187928,78005,0.6,0.0051,0.8490%,1.2053,3064131,39.2812,47.3456,32718349,7695530,4.2516,5004718,37770,0.6503,0.0049,0.7547%,1.1544,1745335,46.2096,53.3442
tage192,infra,infra_7_trace,65.31903553009033,Pass,475.2526977062225,40000016,21719948,1.8416,6716982,57821,0.3093,0.0027,0.8608%,1.4455,7959226,137.6529,198.9806,20000016,11150901,1.7936,3345402,16132,0.3,0.0014,0.4822%,0.8066,3325671,206.1537,166.2834
tage192,infra,infra_8_trace,54.09443473815918,Pass,499.3972935676575,40000016,24566111,1.6283,7460282,50147,0.3037,0.002,0.6722%,1.2537,15871678,316.503,396.7918,20000016,12248865,1.6328,3730712,24863,0.3046,0.002,0.6664%,1.2431,7894213,317.5085,394.7103
tage192,infra,infra_9_trace,141.69822597503662,Pass,480.67385935783386,50000052,29063814,1.7204,7203244,226672,0.2478,0.0078,3.1468%,4.5334,19441942,85.7713,388.8384,25000052,17143603,1.4583,3405201,170942,0.1986,0.01,5.0200%,6.8377,14522150,84.9537,580.8848
tage192,int,int_0_trace,137.11144542694092,Pass,638.0850684642792,40000041,14622020,2.7356,6223265,199876,0.4256,0.0137,3.2118%,4.9969,9921926,49.6404,248.0479,20000041,6481366,3.0858,3076555,97277,0.4747,0.015,3.1619%,4.8638,4247301,43.6619,212.3646
tage192,int,int_10_trace,204.85591316223145,Pass,906.7121880054474,60000052,9654905,6.2145,7032592,31434,0.7284,0.0033,0.4470%,0.5239,861301,27.4003,14.355,30000052,4461518,6.7242,3499163,14787,0.7843,0.0033,0.4226%,0.4929,342599,23.1689,11.4199
tage192,int,int_11_trace,203.19092559814453,Pass,882.505322933197,60000052,16328985,3.6745,4130584,243316,0.253,0.0149,5.8906%,4.0553,8895007,36.5574,148.25,30000052,8156978,3.6778,2064453,122629,0.2531,0.015,5.9400%,4.0876,4475635,36.4974,149.1876
tage192,int,int_12_trace,204.59925079345703,Pass,984.0360147953032,59999603,18412178,3.2587,6357220,25356,0.3453,0.0014,0.3989%,0.4226,977510,38.5514,16.2919,30999603,4928296,6.2901,4522132,24198,0.9176,0.0049,0.5351%,0.7806,897780,37.1014,28.961
tage192,int,int_13_trace,32.30572509765625,Pass,635.0198786258698,40000052,6204875,6.4466,4243961,35291,0.684,0.0057,0.8316%,0.8823,1031559,29.2301,25.7889,20000052,3038219,6.5828,2111572,16391,0.695,0.0054,0.7762%,0.8195,488300,29.7907,24.4149
tage192,int,int_14_trace,177.29002475738525,Pass,695.4212651252747,39999640,6977336,5.7328,7635435,15194,1.0943,0.0022,0.1990%,0.3799,387751,25.52,9.6939,20999640,3391960,6.191,3974167,6467,1.1716,0.0019,0.1627%,0.308,148803,23.0096,7.086
tage192,int,int_15_trace,98.1560001373291,Pass,994.5523083209991,70000157,18490120,3.7858,9192864,32915,0.4972,0.0018,0.3580%,0.4702,1837048,55.8119,26.2435,35000157,9293628,3.766,4669511,31172,0.5024,0.0034,0.6676%,0.8906,1465408,47.0104,41.8686
tage192,int,int_16_trace,128.2670030593872,Pass,719.0259230136871,40000031,17264741,2.3169,6733574,225378,0.39,0.0131,3.3471%,5.6344,5442662,24.149,136.0664,20000031,7190277,2.7815,3364149,113745,0.4679,0.0158,3.3811%,5.6872,2610811,22.9532,130.5403
tage192,int,int_17_trace,128.60758018493652,Pass,718.3087358474731,39999987,15457658,2.5877,6659971,190252,0.4309,0.0123,2.8566%,4.7563,4614859,24.2566,115.3715,20999987,6054907,3.4683,3432362,84548,0.5669,0.014,2.4633%,4.0261,1963185,23.2198,93.4851
tage192,int,int_18_trace,108.31880569458008,Pass,770.1469421386719,39999864,10742418,3.7235,9457814,30656,0.8804,0.0029,0.3241%,0.7664,1408784,45.9546,35.2197,20999864,5112282,4.1077,4985263,12333,0.9752,0.0024,0.2474%,0.5873,525663,42.6225,25.0317
tage192,int,int_19_trace,184.28955841064453,Pass,708.8788409233093,40000052,7965813,5.0215,5852871,31287,0.7347,0.0039,0.5346%,0.7822,1348474,43.1001,33.7118,20000052,3755534,5.3255,2929049,11837,0.7799,0.0032,0.4041%,0.5918,555535,46.9321,27.7767
tage192,int,int_1_trace,92.84952068328856,Pass,535.5775804519653,30000052,18699651,1.6043,5301134,342798,0.2835,0.0183,6.4665%,11.4266,14737101,42.9906,491.2358,15000052,8904291,1.6846,2642836,169884,0.2968,0.0191,6.4281%,11.3256,6956562,40.9489,463.7692
tage192,int,int_20_trace,187.00185585021973,Pass,912.1584765911102,60000051,16800407,3.5713,9561405,142619,0.5691,0.0085,1.4916%,2.377,4732632,33.1837,78.8771,30000051,6861117,4.3725,4877083,66235,0.7108,0.0097,1.3581%,2.2078,1901184,28.7036,63.3727
tage192,int,int_21_trace,91.63193035125732,Pass,673.1775040626526,40000052,45539144,0.8784,9059172,947630,0.1989,0.0208,10.4604%,23.6907,40609227,42.8535,1015.2294,20000052,22443733,0.8911,4504449,485878,0.2007,0.0216,10.7866%,24.2938,19948196,41.056,997.4072
tage192,int,int_22_trace,96.68442058563232,Pass,778.0083594322205,40000052,22154457,1.8055,6671960,193104,0.3012,0.0087,2.8943%,4.8276,14699684,76.1231,367.4916,20000052,10852300,1.8429,3314359,94326,0.3054,0.0087,2.8460%,4.7163,7158904,75.8953,357.9443
tage192,int,int_23_trace,182.35865116119385,Pass,728.4240691661835,40000052,18461288,2.1667,5329093,136523,0.2887,0.0074,2.5618%,3.4131,6208646,45.4769,155.2159,20000052,8575910,2.3321,2669216,65637,0.3112,0.0077,2.4590%,3.2818,2641524,40.2444,132.0759
tage192,int,int_24_trace,145.2402381896973,Pass,822.5688259601593,40000051,14569130,2.7455,8385203,21776,0.5755,0.0015,0.2597%,0.5444,2601164,119.451,65.029,20000051,6917441,2.8912,4599578,9065,0.6649,0.0013,0.1971%,0.4532,1129248,124.5723,56.4623
tage192,int,int_25_trace,169.04896354675293,Pass,705.2442157268524,40000052,7671544,5.2141,2766410,52137,0.3606,0.0068,1.8846%,1.3034,1984643,38.0659,49.616,20000052,4226006,4.7326,1541724,45203,0.3648,0.0107,2.9320%,2.2601,1514825,33.5116,75.7411
tage192,int,int_26_trace,197.1726722717285,Pass,689.8619954586029,40000052,6769575,5.9088,2130479,50245,0.3147,0.0074,2.3584%,1.2561,1745615,34.7421,43.6403,20000052,3175593,6.2981,1067816,23003,0.3363,0.0072,2.1542%,1.1501,829667,36.0678,41.4832
tage192,int,int_27_trace,219.7056255340576,Pass,715.3079495429993,40000052,6339261,6.3099,1891315,32773,0.2983,0.0052,1.7328%,0.8193,1099632,33.553,27.4908,20000052,2936064,6.8119,940632,13752,0.3204,0.0047,1.4620%,0.6876,483277,35.1423,24.1638
tage192,int,int_28_trace,185.9219560623169,Pass,625.6313562393188,40000052,8282049,4.8297,4006233,135683,0.4837,0.0164,3.3868%,3.3921,3493277,25.7459,87.3318,20000052,4003839,4.9952,1994428,62510,0.4981,0.0156,3.1342%,3.1255,1636277,26.1762,81.8136
tage192,int,int_29_trace,181.88746547698972,Pass,671.1307623386383,40000052,15401377,2.5972,4048870,466689,0.2629,0.0303,11.5264%,11.6672,11515734,24.6754,287.893,20000052,7420013,2.6954,2031315,225121,0.2738,0.0303,11.0825%,11.256,5507496,24.4646,275.3741
tage192,int,int_2_trace,94.08823490142822,Pass,539.6907470226288,30000052,18737702,1.6011,5366311,322143,0.2864,0.0172,6.0031%,10.7381,14736265,45.7445,491.208,15000052,8743421,1.7156,2681980,158416,0.3067,0.0181,5.9067%,10.561,6777101,42.7804,451.8052
tage192,int,int_30_trace,182.9177484512329,Pass,689.5262632369995,40000052,15676465,2.5516,4219863,482072,0.2692,0.0308,11.4239%,12.0518,11751881,24.3779,293.7966,20000052,7570053,2.642,2099953,231610,0.2774,0.0306,11.0293%,11.5805,5636380,24.3357,281.8183
tage192,int,int_31_trace,118.0513105392456,Pass,653.6694529056549,40000052,4580606,8.7325,4773947,26742,1.0422,0.0058,0.5602%,0.6685,524159,19.6006,13.104,20000052,2173543,9.2016,2359187,9213,1.0854,0.0042,0.3905%,0.4606,182610,19.8209,9.1305
tage192,int,int_32_trace,317.2076416015625,Pass,1236.535926103592,110000052,85487934,1.2867,12636052,728758,0.1478,0.0085,5.7673%,6.6251,73315967,100.604,666.5085,55000052,37577176,1.4637,6322521,358123,0.1683,0.0095,5.6642%,6.5113,31573044,88.1626,574.0548
tage192,int,int_33_trace,310.41816425323486,Pass,1211.5290648937223,110000052,53462399,2.0575,16062450,837456,0.3004,0.0157,5.2138%,7.6132,41725967,49.8247,379.3268,55000052,25842319,2.1283,7710997,426782,0.2984,0.0165,5.5347%,7.7597,20103082,47.1039,365.5102
tage192,int,int_34_trace,112.3776216506958,Pass,607.6303086280823,40000052,11100546,3.6034,6380286,118613,0.5748,0.0107,1.8591%,2.9653,5568249,46.9447,139.206,20000052,4901649,4.0803,3101677,61281,0.6328,0.0125,1.9757%,3.064,2511733,40.9871,125.5863
tage192,int,int_35_trace,119.88736820220949,Pass,631.7808256149292,40000048,11355706,3.5225,5671843,90247,0.4995,0.0079,1.5911%,2.2562,5101777,56.5313,127.5443,20000048,5462360,3.6614,2842811,41878,0.5204,0.0077,1.4731%,2.0939,2385697,56.9678,119.2846
tage192,int,int_36_trace,201.8018684387207,Pass,886.3830933570862,53761949,34396696,1.563,7755130,156219,0.2255,0.0045,2.0144%,2.9058,8407404,53.8181,156.3821,27761949,14726723,1.8851,4116890,72347,0.2796,0.0049,1.7573%,2.606,3624155,50.0941,130.544
tage192,int,int_3_trace,96.88034057617188,Pass,707.9081852436066,40000052,7034231,5.6865,4722773,33793,0.6714,0.0048,0.7155%,0.8448,970518,28.7195,24.2629,20000052,3552311,5.6302,2249610,18710,0.6333,0.0053,0.8317%,0.9355,470380,25.1406,23.5189
tage192,int,int_4_trace,188.2430238723755,Pass,902.5279638767242,59999657,13484491,4.4495,7683892,229641,0.5698,0.017,2.9886%,3.8274,4961649,21.6061,82.6946,30999657,6705090,4.6233,4061423,113789,0.6057,0.017,2.8017%,3.6707,2418850,21.2573,78.0283
tage192,int,int_5_trace,138.47165870666504,Pass,428.9066596031189,30000052,6637446,4.5198,2565027,85305,0.3864,0.0129,3.3257%,2.8435,3083371,36.1453,102.7789,15000052,3305370,4.5381,1297750,41848,0.3926,0.0127,3.2247%,2.7899,1541940,36.8462,102.7956
tage192,int,int_6_trace,130.25432968139648,Pass,414.7399418354034,30000052,7610210,3.9421,3119970,88468,0.41,0.0116,2.8355%,2.9489,3922798,44.3414,130.7597,15000052,3750347,3.9996,1567043,43048,0.4178,0.0115,2.7471%,2.8699,1937269,45.0025,129.1508
tage192,int,int_7_trace,128.17397212982178,Pass,437.829029083252,40000048,13750190,2.9091,5944145,175533,0.4323,0.0128,2.9530%,4.3883,4287150,24.4236,107.1786,20000048,5618977,3.5594,3000751,72719,0.534,0.0129,2.4234%,3.6359,1743971,23.9823,87.1983
tage192,int,int_8_trace,137.59827327728271,Pass,433.44932889938354,40000052,15364483,2.6034,5678944,233497,0.3696,0.0152,4.1116%,5.8374,5637911,24.1455,140.9476,20000052,6025391,3.3193,2813189,101990,0.4669,0.0169,3.6254%,5.0995,2399770,23.5295,119.9882
tage192,int,int_9_trace,152.5840139389038,Pass,427.22292160987854,40000050,13491772,2.9648,5800876,147705,0.43,0.0109,2.5463%,3.6926,3651475,24.7214,91.2868,20000050,5497814,3.6378,2893544,64046,0.5263,0.0116,2.2134%,3.2023,1557399,24.3169,77.8698
tage192,media,media_0_trace,111.51635646820068,Pass,191.50568175315857,20000044,3356039,5.9594,1125035,21820,0.3352,0.0065,1.9395%,1.091,584402,26.7829,29.22,10000044,1479310,6.7599,559613,8239,0.3783,0.0056,1.4723%,0.8239,228274,27.7065,22.8273
